499,23.27
500,22.42
501,23.55
502,23.48
503,23.09
504,23.36
505,24.35
506,22.34
507,23.11
508,23.62
509,23.72
510,23.16
511,22.73
512,24.13
513,23.73
514,22.7
515,23.34
516,24.32
517,23.67
518,24.3
519,24.6
520,24.74
521,23.95
522,24.09
523,23.43
524,23.96
525,23.96
526,23.82
527,23.37
528,23.71
529,23.77
530,24.05
531,23.18
532,23.55
533,23.99
534,23.68
535,24.02
536,22.94
537,22.88
538,22.78
539,22.09
540,23.45
541,23.61
542,23.7
543,22.95
544,23.53
545,24.01
546,23.62
547,23.41
548,23.55
549,24.21
550,23.12
551,24.02
552,24.22
553,23.98
554,23.6
555,24.3
556,23.42
557,23.73
558,24.26
559,23.88
560,23.83
561,24.63
562,24.45
563,23.69
564,23.2
565,23.04
566,24.49
567,24.52
568,23.77
569,23.2
570,23.17
571,23.19
572,23.84
573,23.64
574,24.39
575,23.83
576,23.75
577,24.05
578,24.2
579,23.18
580,24.08
581,24.37
582,24.12
583,24.03
584,24.04
585,23.75
586,23.71
587,23.42
588,23.63
589,23.61
590,23.92
591,24.84
592,23.4
593,23.55
594,22.91
595,23.83
596,23.41
597,22.87
598,23.88
599,23.15
600,23.91
601,23.68
602,23.23
603,24.24
604,23.69
605,23.64
606,23.63
607,22.42
608,22.79
609,24.16
610,22.95
611,22.38
612,22.34
613,23.52
614,23.26
615,22.7
616,22.84
617,23.34
618,23.26
619,24.4
620,24.36
621,24.36
622,21.87
623,24.18
624,24.09
625,22.69
626,23.33
627,23.78
628,24.43
629,23.49
630,23.3
631,23.79
632,23.13
633,22.89
634,22.8
635,23.84
636,22.32
637,23.59
638,23.51
639,24.22
640,23.94
641,23.11
642,23.67
643,23.79
644,24.48
645,23.02
646,22.73
647,22.42
648,23.41
649,24.3
650,23.73
651,23.71
654,22.78
655,23.86
656,24.21
657,24.57
658,23.57
659,23.9
660,23.88
661,23.13
662,22.51
663,23.37
664,23.83
665,24.15
666,23.16
667,23.28
668,23.13
669,25.3
670,24.25
671,24.32
672,24.79
673,23.27
675,22.56
676,23.87
677,23.43
678,24.02
679,24.33
680,23.23
681,24.7
682,24.93
683,22.95
684,24.41
685,24.56
686,23.57
687,24.54
688,23.36
689,24.58
690,24.39
691,23
692,23.85
693,24.25
694,23.48
695,22.98
696,24.29
697,24.08
698,24.22
699,23.35
700,23.61
701,23.85
702,23.28
703,24.01
704,22.01
705,23.22
706,24.94
707,25.15
708,23.26
709,24.72
714,23.72
715,23.2
716,24.51
717,24.18
718,25.1
719,24.39
720,25.79
721,25.54
722,25.48
723,24.09
724,24.46
725,25.73
726,24.84
727,23.78
728,23.73
729,24.83
730,24.28
731,25
732,24.63
733,24.7
734,25.45
735,23.23
736,24
737,23.61
738,24.23
739,22.4
740,24.2
741,23.35
742,24.48
743,23.82
744,25.14
745,24.84
746,23.85
747,23.61
748,23.45
749,24.02
750,23.96
751,23.87
752,24.46
753,24.09
754,24.6
755,23.73
756,24.16
757,24.73
758,23.56
759,24.02
760,23.17
761,24.83
762,24.2
763,23.92
764,24.4
765,23.42
766,25.1
767,24.18
768,23.94
769,24.04
770,24
771,25.09
772,25.41
773,24.71
774,24.3
775,24.24
776,25.85
777,24.64
778,25.32
779,24.25
780,25.82
781,25.12
782,24.12
783,22.78
784,23.56
785,24.31
786,25.23
787,24.98
788,24.12
789,23.41
790,24.34
791,23.85
792,24.79
793,24.6
794,24.31
795,23.69
796,24.76
797,24
798,23.71
799,23.77
800,23.89
801,23.89
802,24.16
803,23.95
804,22.87
805,23.59
806,23.48
807,23.34
808,22.43
809,23.86
810,24.9
811,23.96
812,24.27
813,23.82
814,24.34
815,22.79
816,23.42
817,23.96
818,24.3
819,24.44
820,22.66
821,23.61
822,23.3
823,22.58
824,23.95
825,23.11
826,22.81
827,23
828,23.25
829,23.34
830,23.2
831,23.9
832,22.18
833,23.22
834,24.24
835,24.01
836,24.63
837,23.66
838,21.98
839,23.28
840,22.49
841,22.8
842,22.92
843,23.48
844,22.27
845,23.11
846,24.2
847,23.91
848,23.4
849,23.09
850,22.59
851,21.79
852,23.38
853,22.94
854,21.87
855,23.28
856,25.26
857,24.18
858,23.79
859,23.25
860,23.7
861,24.09
862,23.54
863,22.88
864,22.7
865,22.92
866,23.98
867,23.18
868,23.93
869,23.39
870,24.3
871,24.41
872,23.93
873,23.7
874,22.9
875,23.82
876,23.36
877,23.45
878,23.27
879,23.16
880,22.92
881,23.28
882,22.6
883,23.22
884,22.67
885,22.34
886,23.31
887,23.09
888,23.21
889,23.57
890,23.23
891,23.19
892,23.1
893,22.44
894,22.35
895,22.71
896,24.45
897,23.52
898,23.61
899,22.68
900,24.39
901,23.94
902,23.04
903,23.72
904,23.94
905,23.11
906,24.19
907,22.81
908,23.33
909,23.73
910,23.69
911,22.75
912,23.17
913,23.66
914,23.91
915,22.72
916,23.38
917,23.47
918,23.68
919,23.68
920,22.8
921,22.28
922,23.71
923,23.39
924,23.68
925,23.41
926,24.31
927,23.02
928,24.27
929,23.46
930,22.9
931,23.78
932,23.78
933,23.56
934,23.42
935,23.21
936,23.47
937,23.97
938,23.37
939,23.25
940,23.6
941,22.55
942,23.17
943,23.83
944,24.13
945,24.02
946,23.56
947,23.86
948,23.27
949,22.89
950,24.11
951,23.22
952,23.14
953,23.16
954,23.08
955,22.41
956,22.25
957,22.74
958,22.76
959,22.84
960,22.62
961,22.98
962,23.23
963,24.24
964,23.09
965,23.24
966,21.61
967,23.22
968,23.58
969,23.78
970,24.36
971,22.36
972,23.57
973,22.96
974,24.08
975,23.24
976,22.09
977,24.11
978,23.73
979,22.82
980,21.66
981,23.1
982,22.2
983,23.83
984,22.66
985,23.61
986,24.35
987,23.29
988,23.47
989,22.53
990,23.86
991,23.55
992,23.17
993,23.94
994,23.94
995,24.44
996,24.56
997,22.18
998,22.65
999,23.32
1000,22.59
1001,24.02
1002,23.56
1003,23.47
1004,24.89
1005,24.09
1006,24.58
1007,24.19
1008,25.17
1009,22.7
1010,22.32
1011,23.42
1012,24.71
1013,23.62
1014,22.13
1015,23.83
1016,24.22
1017,23.57
1018,23.99
1019,24.81
1020,24.42
1021,24.28
1022,23.53
1023,23.47
1024,23.92
1025,22.88
1026,22.36
1027,21.7
1028,23.3
1029,22.82
1030,21.76
1031,24.75
1032,23.89
1033,23.12
1034,24.15
1035,24.11
1036,25.15
1037,24.57
1038,24.53
1039,24.83
1040,23.63
1041,24.26
1042,24.33
1043,24.5
1044,24.83
1045,24.21
1046,24.18
1047,23.74
1048,23.59
1049,23.4
1050,23.77
1051,23.99
1052,24.15
1053,24.01
1054,23.55
1055,22.55
1056,24.2
1057,23.72
1058,24.4
1059,24.44
1060,24.27
1061,23.86
1062,23.93
1063,25.5
1064,24.76
1065,24.88
1066,24.25
